DCT2_algorithm,8,16,32,64,128,256,512,1024,2048,4096
Custom,14.800000,83.000000,429.300000,1936.941176,9082.600000,65263.384615,499062.571429,4264790.539007,31498339.728070,251708783.066667
Fast,11.800000,19.333333,143.900000,466.176471,255.333333,989.038462,4789.000000,21807.439716,93554.815789,381049.800000
Lee,10.200000,22.500000,71.200000,291.294118,273.866667,1134.846154,5874.071429,34403.319149,119189.701754,525664.400000
