DCT2_algorithm,9,17,33,65,129,257,513,1025,2049,4097
Custom,88.000000,150.857143,806.076923,2863.333333,8305.875000,64710.555556,528716.323625,4043719.083969,31336099.929825,255020485.375000
Fast,48.714286,153.285714,766.384615,1006.166667,1645.750000,6808.000000,31427.944984,126848.679389,541615.789474,2559485.125000
